"video_id","title","published_at","channel_title","duration"
"Obd0UqvzZ7M","NYARANDU jimbo lake limetangwa RASMI na NECkiti cha ubunge nzima- nov 16/2017","2017-11-16T17:58:01.000Z","mecson reuben","PT22M22S"
"8nRdtYbwLRA","Updated trick to loot get $1.000 amazon gift card","2017-11-16T17:42:33.000Z","Trick","PT1M45S"
"f5eeVUvOFrA","Make Instant 0.02 - 0.5 Bitcoins - No Investment!!(2017)","2017-11-16T16:29:18.000Z","Instant Bitcoin","PT2M21S"
"97ts7A92-Xs","Railas lieutenants resist police at JKIA on eve of his return","2017-11-16T15:37:23.000Z","Capital FM Kenya","PT4M8S"
"Kbn0OEdUQT4","""Raila will be DETAINED at the Airport Tommorrow till 8PM."" Orengo LEAKS Crucial Info.","2017-11-16T15:37:09.000Z","E News Kenya","PT4M45S"
"zna3prmZSRY","MILLIE ODHIAMBOR DAUGHTER AT A NASA RALLY","2017-11-16T15:31:39.000Z","ChannelYakele","PT7M58S"
"Ch7AnXplbWQ","UHURU KINYASA - GLADYS WANGA SPEECH PREPARATION RALLY FOR BABA","2017-11-16T15:27:23.000Z","ChannelYakele","PT11M57S"
"Z3sFBvjvZpY","ESTHER PASSARIS SPEECH PREPARATION RALLY FOR BABA","2017-11-16T15:19:48.000Z","ChannelYakele","PT6M53S"
"dnF-SfJC-kQ","JOHN MBANDI SPEECH PREPARATION RALLY FOR BABA","2017-11-16T15:17:48.000Z","ChannelYakele","PT13M20S"
"TD7CPN0pgIo","Nasa leaders blocked from holding presser at JKIA","2017-11-16T15:07:07.000Z","The Star Kenya","PT2M42S"
"3NYKXkyAgS0","HON. RAILA ODINGA HOMECOMING SPEECH - PROMISING SPEECH TO KENYANS","2017-11-16T15:02:30.000Z","Henry Deddyx","PT1M4S"
"kJkHHIgdgG0","CM Chandrababu & Gajendra Singh Skeekavath Speech From 2nd Day Of Hackathon | Studio N","2017-11-16T14:56:26.000Z","Studio N News","PT2M7S"
"2XR-a14dr1w","CJ Maraga Happy moment during Supreme Court closing and Judgement day announcing |Mr. C.E.O","2017-11-16T14:46:09.000Z","Mr. C.E.O","PT3M59S"
"7fNKY81XaDc","Poor Investigations Leading to Violation of Rights","2017-11-16T14:25:09.000Z","NBS TV Uganda","PT2M40S"
"4WWKQfAaN4c","Court disallows admission of report of scrutiny of IEBC documents","2017-11-16T14:24:51.000Z","DailyNation","PT11M"
"5efQ_RmMK3w","RAILA ODINGA MESSAGE TO KENYA WHILE STILL AT USA","2017-11-16T14:21:57.000Z","Veadspot Tv Channel","PT1M7S"
"zGhRLCzIgb8","Dr. Tanga Odoi on Mugabe Take over in Zimbabwe","2017-11-16T14:17:52.000Z","NBS TV Uganda","PT2M18S"
"O7TAuDcgNjA","BONI KHALWALE ""UHURU SI MUHESHIMIWA?"" SPEECH AT JACARADA GROUND NASA RALLY","2017-11-16T14:09:32.000Z","Veadspot Tv Channel","PT4M47S"
"KT2VZhH0aiM","Easy trick to getting Amazon Gift Codes! - last updated","2017-11-16T13:47:36.000Z","Tech News","PT2M3S"
"LGCTzxJmUTg","Veterans' association urging ruling party to recall President Mugabe","2017-11-16T13:33:52.000Z","CGTN Africa","PT1M36S"
"bn1s2k3JxO8","LEAKED ELABORATE PLAN BY NASA FOR WELCOMING RAILA ODINGA AND KALONZO MUSYOKA TOMORROW","2017-11-16T13:18:32.000Z","Lee Makwiny","PT5M32S"
"bh8C7HJXOvM","UNDERSTANDING DUTERTE DIPLOMACY TRANSFORMATION BY SASS SASSOT FULL VIDEO","2017-11-16T12:42:12.000Z","ANONG MASASABI MO?","PT1H50M27S"
"AsDxHzKzPoI","President Kenyatta wants NASA removed from presidential petition","2017-11-16T12:20:36.000Z","KBC Channel 1","PT5M8S"
"ZVi0ZVMipjY","James Orengo maintain calls for secession","2017-11-16T11:54:18.000Z","KBC Channel 1","PT3M3S"
"QIJOUb9YaOA","RAILA ODINGA SENDS MESSAGE FROM USA TO KENYANS AHEAD OF HIS HOME COMING TOMORROW  FRIDAY 11/17/2017","2017-11-16T11:30:42.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT1M4S"
"r0iD8SG_xz4","Jalango's advice to men in preparation of the 2018 FIFA World cup","2017-11-16T11:08:11.000Z","Hot 96 FM Kenya","PT1M42S"
"o9evlJN_3mw","RAILA MESSAGE TO KENYANS - HOMECOMING TOMORROW","2017-11-16T10:47:34.000Z","ChannelYakele","PT1M4S"
"QrKXppqzYMM","Alex Awiti accuses government of sometimes obstructing business by being too competitive","2017-11-16T10:43:53.000Z","NTV Kenya","PT2M1S"
"ikFiTAOO69w","Uhuru's lawyer, responding to impartiality allegations made to the third respondent","2017-11-16T10:34:41.000Z","KTN News Kenya","PT10M12S"
"NNogtpnzBRU","RAILA SENDS A MESSAGE TO KENYANS FROM ABROAD","2017-11-16T10:29:23.000Z","Frank Obegi","PT1M4S"
"kMCE4v53LdE","Episodic Promo 'TALK CENTRAL' run on 16th NOV only TONIGHT","2017-11-16T10:24:52.000Z","K24TV","PT37S"
"epD6r80pwcw","RAILA'S LAST WORDS FROM THE USA BEFORE COMING BACK TO KENYA","2017-11-16T10:24:26.000Z","BREAKING NEWS KENYA","PT1M15S"
"ZnA2RfxQrz0","RAILA ODINGA PROMISING MESSAGE TO KENYAN'S TODAY 16/11/2017 BEFORE TOMORROWS MEGA ARRIVAL FROM USA!!","2017-11-16T10:18:59.000Z","NEWS CUT","PT1M38S"
