"video_id","title","published_at","channel_title","duration"
"3Y_n8u0fF_Q","President Uhuru Kenyatta during the Burial Service of the late Bishop Cornelius Korir.","2017-11-11T16:58:08.000Z","UhuruKenyattaTV","PT3M22S"
"uAXM8aMfeW4","Uhuru EMOTIONAL SPEACH during Burial Service of the  Bishop Cornelius Kipng'eno Korir","2017-11-11T16:41:46.000Z","Africa Top Hits","PT6M6S"
"Mvjti_nL_Ck","UHURU KENYATTA & WILLIAM RUTO FULL SPEECH DURING BISHOP KORIR BURIAL","2017-11-11T15:58:34.000Z","KENYA LATEST NEWS 2017","PT28M21S"
"EDvNysE-6Dw","Trump and Putin say Islamic State can be defeated","2017-11-11T15:55:35.000Z","The Star Online","PT1M37S"
"1iSsM3dRloY","RUTO - BISHOP KORIR TAUGHT US TO PRAY 7 TIMES","2017-11-11T14:35:59.000Z","ChannelYakele","PT14M30S"
"ECRwuAx0uRQ","RAILA ODINGA ON DEMOCRACY & CHALLENGES AFFECTING AFRICA AT CHATHAM HOUSE","2017-11-11T14:07:41.000Z","Raila Odinga Dayz","PT1H7M18S"
"P0_YcgzKQlM","MARAGA SHOULD DISCOURAGE PETITIONS by MANYORA","2017-11-11T13:57:36.000Z","Herman Manyora","PT7M21S"
"kXFkdSXmM7c","DP William Ruto Amazing speech at Bishop Cornelius Koril Funeral|Mr. C.E.O","2017-11-11T13:30:17.000Z","Mr. C.E.O","PT11M12S"
"TmXSFVSXejE","WILLIAM RUTO SPEECH TODAY AT BISHOP CORNELIUS KORIR FUNERAL11/11/2017","2017-11-11T13:25:31.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT15M2S"
"XEdZlw8FqYg","FULL UHURU SPEECH IN ELDORET [HD] AT BISHOP KORIR FARE WELL","2017-11-11T13:22:42.000Z","ChannelYakele","PT11M32S"
