"video_id","title","published_at","channel_title","duration"
"bx7rEaeiqWQ","Claim Free Bitcoin [REAL]","2017-10-24T17:29:31.000Z","Max.Info","PT1M54S"
"9bnZu-3spF0","State of Capture report has no factual findings: Zuma's Lawyers","2017-10-24T17:26:00.000Z","SABC Digital News","PT2M9S"
"frzR9_3FXsg","Jubilee kuuga Raila ena njama ya kuruta maratathi ma ngungo ma kura","2017-10-24T17:07:47.000Z","Kameme Tv","PT2M45S"
"epCwjlDnCa4","Good Morning Nigeria 24/10/2017","2017-10-24T17:01:11.000Z","NTA News","PT1H50M55S"
"bJCs3793nsI","NASA MP Aisha Jumwa sending WITCHES to work. Jubilee Voters CURSED","2017-10-24T16:50:58.000Z","E News Kenya","PT1M40S"
"ekl7ibTHl70","Abiriga Kkooti Emutanzizza","2017-10-24T16:46:11.000Z","NBS TV Uganda","PT1M56S"
"-twRJuSp8jU","JUNET MOHAMMED SPEECH DURING NASA RALLY IN MACHAKOS TOWN TODAY 10/23/2017","2017-10-24T16:43:22.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT2M29S"
"Wsfj8Q-67fk","MUSALIA MUDAVADI SPEECH IN MACHAKOS TODAY 10/23/2017 NASA RALLY IN MACHAKOS TODAY","2017-10-24T16:38:08.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT3M15S"
"SUdk9UFLJ58","RAILA ODINGA ""NO OCTOBER ELECTION"" SPEECH IN MACHAKOS TODAY 10/23/2017 NASA RALLY IN MACHAKOS","2017-10-24T16:36:20.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT27M30S"
"f6r2COVVUZk","""Kenya Will be DIVIDED into 2 Countries if Uhuru Becomes President."" Nasa Leader Demands","2017-10-24T16:33:43.000Z","E News Kenya","PT1M18S"
"XQ3cMx2bovo","NASA demos meet Matiang'i full wrath","2017-10-24T16:30:42.000Z","Tuko / Tuco","PT3M39S"
"jDavWp5hLVI","GOVERNOR JOHO SPEECH IN MACHAKOS TODAY 10/23/2017 NASA RALLY IN MACHAKOS TODAY","2017-10-24T16:30:12.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT4M29S"
"xffY06znfbE","Question Time: Zambia's independence, 24 October 2017","2017-10-24T16:11:24.000Z","SABC Digital News","PT26M30S"
"yI7LCIb5zQo","Protests and anxiety as Kenya returns to polls","2017-10-24T16:06:00.000Z","AFP news agency","PT45S"
"k-rP8nomeTM","NASA FULL RALLY IN MACHAKOS TODAY 10/24/2017 STILL INSISTS NO OCTOBER ELECTIONS","2017-10-24T15:57:58.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT1H23M24S"
"AK_74kNwyCY","RAILA ODINGA ATTACKS DIPLOMATS,IN RALLY AT MACHAKOS TODAY 24/10/2017!!!","2017-10-24T15:47:51.000Z","NEWS CUT","PT8M29S"
"-MiGVyK7YmE","Parrikar has agreed to close Sudirsukt police probe  BJP","2017-10-24T15:45:02.000Z","Goa 365tv","PT2M42S"
"3mgtQJvRiEM","LIVE! NASA IN MACHAKOS, RAILA ODINGA","2017-10-24T15:43:43.000Z","TopGuy360 KENYA","PT1H25M58S"
"qrLG2NA61GU","Reiterating our coalition's stand in Machakos #NoOctoberElection","2017-10-24T15:43:19.000Z","Raila Odinga","PT1H23M44S"
"t_YyYK05aHM","Kenyan media obligated to cover event on October 26 - Press Pass","2017-10-24T15:37:58.000Z","Kenya NTV","PT51M39S"
"db1YZ8bh8qc","Raila Full Speech in Machakos CONFIRMING What will Happen on Election Day","2017-10-24T15:31:21.000Z","E News Kenya","PT15M33S"
"CHmGhAYWHaE","GOVERNOR KINGI SPEECH AFTER BEING DETAINED BY POLICE EARLIER TODAY 10/24/2017","2017-10-24T15:28:13.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT2M8S"
"Kq-bu_452Qo","How to cover repeat presidential poll - Press Pass","2017-10-24T15:27:47.000Z","Kenya NTV","PT24M52S"
"Y2cIVUqkgP4","FULL RAILA IN MACHAKOS SPEECH 1 DAY TO BALLOT","2017-10-24T15:06:35.000Z","ChannelYakele","PT24M17S"
"IwbEt6dtJC4","NASA RALLY IN MACHAKOS TOWN","2017-10-24T15:05:56.000Z","Kenya News Alert TV","PT7M15S"
"00oht_ElR60","AP Minister Nara Lokesh Speech From Prakasham District | Studio N","2017-10-24T14:56:32.000Z","Studio N News","PT2M50S"
"oC-jP-tkdDg","High Court hears Pres. Zuma's State of Capture application Part 2","2017-10-24T14:52:28.000Z","SABC Digital News","PT2H2M42S"
"oiWQKscB8CI","Private sector says Thursday poll must go ahead","2017-10-24T14:50:20.000Z","Capital FM Kenya","PT1M11S"
"mjh7Z5VKf34","PROF SAM ONGERI WARNS UHURU","2017-10-24T14:40:35.000Z","Kenya News Alert TV","PT1M59S"
"9UJbNrPCtv0","Raila's MEGA Helicopter ENTRANCE in Machakos. MASSIVE Crowd Welcome BABA.","2017-10-24T14:27:57.000Z","E News Kenya","PT1M51S"
"VwdJVA4NfdU","Senator Kipchumba Murkomen accuses Raila Odinga of plotting to distribute fake ballot papers","2017-10-24T13:32:18.000Z","KTN News Kenya","PT5M18S"
"DvFihoDd62c","THE WAY FORWARD~JAMES ORENGO ADDRESSES KENYANS OVER NASA ANTI-IEBC DEMOS","2017-10-24T13:28:19.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT14M12S"
"q71lRjyDxtE","""Be Courageous like Roslyn Akombe"" Orengo message to Chebukati ||Mr. C.E.O","2017-10-24T13:24:45.000Z","Mr. C.E.O","PT1M55S"
"ClCoBSSloIE","WASTE DISPOSAL: Locals in Mogotio, Baringo county fault donkey abattoir","2017-10-24T13:14:32.000Z","KTN News Kenya","PT2M8S"
"zOUQYOL7OH8","Kisumu residents react to today's demos","2017-10-24T13:12:53.000Z","KTN News Kenya","PT4M41S"
"LIzqOgKyrco","Kenyans Brace for Re-run of Presidential Election","2017-10-24T13:09:32.000Z","VOA News","PT2M48S"
"FE1cZQRn7wk","RAILA ODINGA SPEECH DURING NASA RALLY IN KISII TOWN TOWN","2017-10-24T12:44:50.000Z","Quick News Kenya","PT26M50S"
"ro0VaSxeBrE","JAMES ORENGO PRESS STATEMENT AFTER POLICE DISRUPT ANTI-IEBC DEMOS IN NAIROBI!!!24/10/2017","2017-10-24T12:25:01.000Z","NEWS CUT","PT14M20S"
"AYmOiPN4UEw","Life Esidimeni arbitration hearings, 24 October 2017 Part 2","2017-10-24T12:17:48.000Z","SABC Digital News","PT1H32M10S"
"DBnooYVkm4w","CHEBUKATI,TELL KENYANS WHAT YOU DISCUSSED WITH UHURU KENYATTA~JAMES ORENGO","2017-10-24T12:07:20.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT1M51S"
"9HEwOxWwP8s","Calls by Civil rights group to call off the Oct 26th poll (Part3)","2017-10-24T12:02:23.000Z","K24TV","PT27M12S"
"d6dfcQ3-dqk","NASA leaders say police have used excessive force on demonstrators","2017-10-24T11:29:53.000Z","Kenya NTV","PT14M27S"
"uqopbFLgjnQ","Siaya senator Prof. James Orengo addresses media on Anti-IEBC demos in Nairobi","2017-10-24T11:25:16.000Z","KTN News Kenya","PT14M28S"
"Xvw3EFIaxc8","Kimuri: Mehariria Ma Githurano[part 1]","2017-10-24T11:21:58.000Z","iNooro TV","PT57M9S"
"WiMDj1rtJCU","Kimuri : Mehariria Ma Githurano[part 2]","2017-10-24T11:21:57.000Z","iNooro TV","PT33M27S"
"4W6c9-mLhjA","Inooro Rucini: Uteti Na Utongoria","2017-10-24T11:15:11.000Z","iNooro TV","PT15M28S"
"MZvQidzd_3w","Police minister Fikile Mbalula releases the 2016/2017 annual crime statistics","2017-10-24T11:11:20.000Z","SABC Digital News","PT3H55M59S"
"pQjzX8tOjwg","Former Kilome MP Harun Mwau's case seeking to stop presidential poll from taking place Thursday","2017-10-24T11:07:45.000Z","KTN News Kenya","PT2M51S"
"WnqKpC1SiYM","News Headlines  The Election, Jubilee brigade and Nairobi Business Community","2017-10-24T11:01:24.000Z","Hot 96 FM Kenya","PT3M6S"
"EOK8hUqGmOw","Kisumu senator Prof. Anyang' Nyong'o issues directives that demos be only between 9a.m and 1 p.m","2017-10-24T10:59:09.000Z","KTN News Kenya","PT6M5S"
"Xvldxn9AQQU","Anti-IEBC demos start in Nairobi CBD","2017-10-24T10:45:42.000Z","Kenya NTV","PT1M11S"
"X7bZ3qb7NAg","Kenyans divided over second vote as uncertainty looms","2017-10-24T10:45:18.000Z","Al Jazeera English","PT2M41S"
"FV7amhNhhF0","NASA Anti-IEBC Demos in Nairobi 1 day to the repeat poll day","2017-10-24T10:45:12.000Z","Kenya CitizenTV","PT1M53S"
"BNt7O3tbRx4","Calls by Civil rights group to call off the Oct 26th poll (Part4)","2017-10-24T10:35:12.000Z","K24TV","PT28M16S"
"wuS1g6rLKHM","Jubilee women'sbrigade calls onvoters to turnout on Oct. 26th","2017-10-24T10:34:36.000Z","K24TV","PT1M26S"
"bkFCSMmatGc","Raila Odinga calls of Election Day Demos","2017-10-24T10:27:53.000Z","Kenyanese","PT1M38S"
"OEq_aLMRkNg","Live At 9 Full News Bulletin - 23 October, 2017 (Part 2)","2017-10-24T10:26:15.000Z","NBS TV Uganda","PT39M39S"
"N_JyHia1wrI","Citizen News: IEBC meets international observers","2017-10-24T10:20:19.000Z","Kenya CitizenTV","PT4M10S"
"rd77m77kCnk","IEBC set to detail transmission procedures of repeat presidential results","2017-10-24T10:16:42.000Z","KTN News Kenya","PT4M33S"
"yYfzHnWIJiE","Kenyans to know the fete of the October 26th  election tomorrow","2017-10-24T10:14:24.000Z","Kenya CitizenTV","PT3M8S"
"bovh6inHn14","Big Deal - 23 October, 2017","2017-10-24T09:51:35.000Z","NBS TV Uganda","PT28M12S"
"V8Vli9hurB0","Why Akombes Life Is Still In Danger","2017-10-24T09:39:44.000Z","Kumekucha Chris","PT9M57S"
"0us5TD4oOSI","To vote or not to vote - Kenya's dilemma on October 26 presidential election","2017-10-24T09:20:45.000Z","Kenya NTV","PT1H26M5S"
"2Z2OKm6GgBI","Citizen Extra : Ready For Poll?","2017-10-24T09:11:34.000Z","Kenya CitizenTV","PT47M31S"
"3dPCF7BqUfY","Citizen Extra: Repeat Poll Petition","2017-10-24T09:11:06.000Z","Kenya CitizenTV","PT54M26S"
"BujiR_kfR-s","MKASA Ziwani Nakuru: Miili yaendelea kutafutwa","2017-10-24T09:10:05.000Z","KTN News Kenya","PT10M47S"
"vJ2g__lAMmM","Petition to stop elections: Three individuals say IEBC cannot hold credible polls","2017-10-24T08:55:41.000Z","DailyNation","PT3M38S"
"2ebX_UHs9iM","Jubilee in Embakasi","2017-10-24T08:46:10.000Z","The Star Kenya","PT2M46S"
"ri8qGeKRBeE","Waandamanaji waendeleza maandamano Kisumu","2017-10-24T08:45:13.000Z","KTN News Kenya","PT4M53S"
