"video_id","title","published_at","channel_title","duration"
"tnZcFCmE_AE","AP CM Chandrababu Speech at Municipal Elections Campaign | Kakinada | Studio N","2017-08-26T16:17:39.000Z","Studio N News","PT7M59S"
"2FCbdBn07ns","CM Chandrababu Speech at Kakinada Municipal Elections Campaign | Studio N","2017-08-26T15:39:43.000Z","Studio N News","PT7M19S"
"0ajPzKSqIW4","Venkaiah Naidu Excellent Speech at Civic Reception Ceremony in Amaravathi | Studio N","2017-08-26T11:32:50.000Z","Studio N News","PT27M53S"
"c_VFSjVqE3M","Governor Narasimhan speech at Venkaiah Naidu's Civic Reception | Studio N","2017-08-26T09:22:13.000Z","Studio N News","PT4M35S"
"NA7uS0I3dDY","PM Modi addresses Bhartiya Agro Industries Foundation Golden Jublee Celebration via VC","2017-08-24T12:36:40.000Z","Narendra Modi","PT36M55S"
"amaBLAXDhfg","Uhuru meets headteachers in Nairobi","2017-08-24T11:04:49.000Z","Kenya NTV","PT10M20S"
"C5G-gGtoNL0","PLO Lumumba  Africa is Rising. What went Wrong??","2017-08-24T10:30:10.000Z","Life Update","PT38M23S"
"vaZAqkeT7CQ","""Defence Force laws does not allow Raila to be President of Kenya!"" Luhya Leaders","2017-08-24T10:21:57.000Z","Mr. C.E.O","PT1M29S"
"uMXk9RIn-CI","Rais Uhuru Kenyatta atoa hotuba katika shule ya Katoliki CUEA katika kongamano ya walimu wakuu","2017-08-24T10:11:29.000Z","KTN News Kenya","PT13M19S"
"zVunsDduEOY","Accused  attempts to commit suicide at Malindi court","2017-08-24T08:16:12.000Z","The Star Kenya","PT1M49S"
"fYWeEGE4dFo","Imran Khan's Message For 25 August Jalsa in Sukkur","2017-08-24T08:14:33.000Z","PTI Scotland","PT1M16S"
"pgY8MStjQk8","EXPERTS SAY KENYA WILL FINALLY SPLIT INTO TWO COUNTRIES SOON","2017-08-24T06:47:46.000Z","Kenya News Alert TV","PT15M46S"
"F-pWqXbPpxs","More presidential candidates seek to be enjoined to NASA's petition","2017-08-24T06:13:58.000Z","KTN News Kenya","PT3M36S"
