"video_id","title","published_at","channel_title","duration"
"h5V87Q8fiM8","Gideon Moi speech after retaining his seat as the county senator.","2017-08-13T16:08:02.000Z","Rift News","PT1M56S"
"z8OEZUMLHNU","KenyaPresident: Raila Odinga Tells Kibera residents not to work on Monday","2017-08-13T15:31:10.000Z","Kenya Election Update","PT7M50S"
"cAgniq93zzA","KenyaPresident: NASA FULL SPEECH TO RESIDENTS OF KIBRA AFTER GIVEN ACCESS","2017-08-13T14:33:20.000Z","Kenya Election Update","PT17M7S"
"ShXnykhHwg4","What Is The New Frontier?","2017-08-13T12:52:18.000Z","Tip Tip","PT47S"
"QozcFJveKs0","Raila Odinga's FULL Speech at KAMUKUNJI GROUNDS , KIBERA","2017-08-13T12:44:46.000Z","Victor Matara","PT2M9S"
"v0A9Mbbx3F4","PLO Lumumba Speech on NASA and JUBILEE to Avoid Ethinicity.","2017-08-13T11:40:03.000Z","Life Update","PT9M15S"
"F5j0_oSLADg","SPEECH by Bro B. RAMAKRISHAIAH HYDERBAD AT MUPPALLA 2017","2017-08-13T07:16:41.000Z","Meher Sudhakar","PT27M38S"
"HlyVnIaFtbo","Uhuru Kenyatta welcomes Raila Odinga friendly in the connference with a great speech ever","2017-08-13T05:40:05.000Z","YonsTz Tv","PT1M1S"
"8jhQgZAQOqQ","RAILA'S BEST SPEECH EVER THAT WILL SURPRISE YOU","2017-08-12T20:14:50.000Z","Kenya News Alert TV","PT2M40S"
"NOghG5aeojo","President Kenyatta urge Kenyans to preach peace, urge leaders to work together","2017-08-12T18:14:46.000Z","K24TV","PT3M9S"
"Jka7eA3b0AI","                    ","2017-08-12T13:08:45.000Z","Muhammad Asif","PT46S"
"VBHyhIu9lX8","Breaking News  Massive Black Sky Drills 2 Days After Eclipse, 1 Month Before Revelation","2017-08-12T12:10:27.000Z","ANONYMOUS WATCHDOG U.S.A","PT10M11S"
"uDDXjBdDmpM","MLC Karne Prabhakar Speech in TRSLP Meeting | Hyderabad | Studio N","2017-08-12T08:49:09.000Z","Studio N News","PT4M11S"
"YONwuj1Fsvo","PBS NewsHour full episode August 11, 2017","2017-08-11T23:52:59.000Z","PBS NewsHour","PT54M10S"
"OMRD1kd2REI","News Wrap: Kenyan president wins second term amid election tensions","2017-08-11T23:09:57.000Z","PBS NewsHour","PT3M34S"
"RVjMBEv04gU","President Kenyatta re-election acceptance speech","2017-08-11T21:34:53.000Z","Capital FM Kenya","PT6M45S"
"d_2RRHSYcz0","Uhuru Kenyatta Receives His Presidential Certificate in JOVIAL Mood. He Gives His First Speech.","2017-08-11T20:00:12.000Z","E News Kenya","PT12M2S"
"EcZQhemFmu4","President Uhuru Kenyatta Re-Elected","2017-08-11T19:43:52.000Z","Kenyanese","PT6M18S"
"wlKuRsiNevo","Urgent News Today 11 08 2017  Trump SLAPS Kim Jong Un ''Get Your Act Together''","2017-08-11T13:50:58.000Z","CNN,BBC FOX News","PT5M4S"
"tXVwTgrscV8","Jubilee Spies Nabbed at NASA's Tallying Centre in Runda Trying to Steal Info","2017-08-11T12:49:49.000Z","makozewe","PT4M36S"
"qQ5AOyryes0","""Raila Odinga to be SWORN In by All Means"" - NASA's Babu Owino says | KenyanBytes","2017-08-11T11:49:59.000Z","KenyanBytes","PT1M24S"
"kt3583EnMfw","Latest: NASA Says Raila Odinga Will Be Sworn In as President of Kenya","2017-08-11T10:15:57.000Z","makozewe","PT1M29S"
"W78ggB4fPw4","VOA news for Friday, August 11th, 2017","2017-08-11T08:46:30.000Z","ListenAndReadAlong","PT4M58S"
"I9ptQxi5AsQ","YCP MP Vijay Sai Reddy Speech in Rajya Sabha | Parliament Sessions | Studio N","2017-08-11T06:06:24.000Z","Studio N News","PT4M50S"
"2jbxb9hFLXE","Michael Collins - Official Trailer","2017-08-11T05:26:25.000Z","multi collection","PT1M36S"
