"video_id","title","published_at","channel_title","duration"
"lRurPOfJJo4","RAILA AND JOHO WILL NEVER LEAD IN KENYA - HASSAN OMAR","2017-10-08T17:42:22.000Z","ChannelYakele","PT18M38S"
"H-LrRaKfGU8","Hassan Omar Full Amazing speech at Jubilee rally in Mombasa||Mr. C.E.O","2017-10-08T17:32:37.000Z","Mr. C.E.O","PT18M3S"
"rDsathtySAc","Hassan Omar REGRETS Being Friends with Raila and Kalonzo. He Joins President Uhuru Officially.","2017-10-08T17:10:11.000Z","E News Kenya","PT17M42S"
"2zjwPtGHuNk","Hassan Omar Amwambia Uhuru kenyatta. (Mombasa Tuko Pamoja).","2017-10-08T16:52:48.000Z","misync","PT19M8S"
"hOAzFibpwu0","JOHO CAN'T BE GOVERNOR AND RAILA PRESIDENT,NEVER~OMAR HASSAN IN JUBILEE RALLY IN MOMBASA","2017-10-08T16:48:16.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT17M36S"
"8I1oXuaiMkg","Omar Hassan FULL SPEECH In Jubilee Rally In Mombasa Today 10/8/17","2017-10-08T16:38:33.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT18M25S"
"r7no8n2W8NM","Uhuru Kenyatta FULL SPEEC IN MOMBASA Today 10/8/17 Jubilee Rally In Mombasa Today At Serani Grounds","2017-10-08T16:02:23.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT20M12S"
"Y6DZxqAHrsQ","We cannot have a situation where Raila is president and Joho is governor - Hassan Omar","2017-10-08T15:59:50.000Z","DailyNation","PT4M27S"
"iNB_Zs1wbGE","Najib Balala Amazing Speech in Jubilee Rally Today At Mombasa 10/8/17","2017-10-08T15:57:24.000Z","Trending News Kenya","PT5M51S"
"lCzj7G9uVX0","William Ruto FULL SPEECH In Mombasa Jubilee Rally In Mombasa At Serani Grounds","2017-10-08T15:41:26.000Z","Kenya News Alert TV","PT11M53S"
"v5pTnd7omSM","Mike Sonko FULL SPEECH In Mombasa During Jubilee Rally in Mombasa At Serani Grounds","2017-10-08T15:40:32.000Z","Kenya News Alert TV","PT8M1S"
"KkRdeAcIykI","DP RUTO  SPEECH IN MOMBASA","2017-10-08T15:31:01.000Z","Kenya News Alert TV","PT19M4S"
"4U2w-CNJX30","William Ruto FULL SPEECH In Mombasa Today 10/8/17 Jubilee Rally In Mombasa At Serani Grounds","2017-10-08T15:07:12.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT11M53S"
"sMI7t8LB-UA","Hassan Omar's SHOCKING Speech after DITCHING NASA for Jubilee | KenyanBytes","2017-10-08T15:05:37.000Z","KenyanBytes","PT4M58S"
"mYnhWqP4xFI","Mike Sonko FULL SPEECH In Mombasa During Jubilee Rally in Mombasa At Serani Grounds Today 10/8/17","2017-10-08T14:55:30.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT8M1S"
"uC0I45j0_5Q","HASSAN OMAR SPEECH AFTER DEFECTING TO JUBILEE IN  MOMBASA","2017-10-08T14:39:33.000Z","Kenya News Alert TV","PT28M4S"
"Enx9qOeZQAY","Najib Balala FULL SPEECH in Jubilee Rally in Mombasa Today 10/8/17","2017-10-08T14:33:44.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT5M51S"
"GdYCVkUR_W8","Mike Sonko donates 2 Probox vehicles and Tv to Raila |FlipTv","2017-10-08T14:15:31.000Z","Flip Tv Kenya","PT8M7S"
"xht14l5g00Y","LIVE -UHURU ADDRESSING RALLY IN MOMBASA","2017-10-08T13:59:52.000Z","Kenya News Alert TV","PT5M27S"
"woOhx8ugsn8","FULL UHURU RUTO SPEECH MOMBASA CAMPAIGN","2017-10-08T13:51:15.000Z","ChannelYakele","PT27M58S"
