"video_id","title","published_at","channel_title","duration"
"WXojiVOVdb8","Isaac Ruto GREAT SPEECH In NASA Rally In Nakuru Today 7/30/17 | Kenya Election 2017","2017-07-30T17:45:41.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT7M39S"
"sjOGb_yC7_o","Governor Joho Spech Today In Bamburi Pirates Beach 7/30/17 | Kenya Election 2017","2017-07-30T16:51:51.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT10M58S"
"vFEHaI4rOO4","Viongozi wa Jubilee wapiga kampeni Embu, Machakos","2017-07-30T16:46:29.000Z","Kenya CitizenTV","PT3M4S"
"VWJQvWhznP4","Breaking News: Bomu laua mtu mmoja na Kujerui Arusha","2017-07-30T16:38:44.000Z","Life Update","PT3M15S"
"DwwN9Y5OLYk","Governor Joho Rally Today In Bamburi Pirates Beach 7/30/17 | Kenya Election 2017","2017-07-30T16:35:37.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT23M51S"
"eCHoNefHkS0","Karatasi za kura ya urais kuanza kuwasili kesho","2017-07-30T16:26:27.000Z","K24TV","PT2M23S"
"3vv45Hzh8FY","Sababu ni Mapenzi : Mzungu akabiliwa na umaskini Malava","2017-07-30T16:20:45.000Z","KTN News Kenya","PT4M8S"
"P8b3q6KHNks","Kura ya maoni : Rais Kenyatta apewa asilimia 53 dhidi ya 42 za Raila","2017-07-30T16:09:14.000Z","K24TV","PT3M6S"
"-BPo0VKsSSE","RUTO FINALLY SPEAK ON HIS SUGOI HOME WAS ATTACK","2017-07-30T16:08:30.000Z","NAIROBI GOSSIP","PT1M30S"
"jjQniWWqsUs","Kenya Leo :  Kura za Maoni sehemu ya pili","2017-07-30T15:55:02.000Z","KTN News Kenya","PT19M43S"
"rQJ5cUyZGfY","Kenya Leo :  Kura za Maoni sehemu ya kwanza","2017-07-30T15:34:08.000Z","KTN News Kenya","PT24M31S"
"xmWAB8bLFeo","Sharing our change message with the people of Nakuru #RailonzoNaneNane","2017-07-30T15:19:40.000Z","Raila Odinga","PT1H21M34S"
"dBWsJanYUT0","RAILA'S UNEXPECTED HUGE CROWD||NASA IN NAKURU","2017-07-30T15:07:16.000Z","TopGuy360 KENYA","PT2M52S"
"kyYIC4wUwAg","Police probing identity of DP Ruto home intruder","2017-07-30T15:03:39.000Z","Capital FM Kenya","PT5M56S"
"fIt9Uir3fNk","Ruto Announces what Will Happen to Him If Uhuru Doesn't Win ||KenyanFlip","2017-07-30T15:03:02.000Z","KenyanFlip","PT1M12S"
"O3bWhOky994","Bernard Kiala on why he has withdrawn from governorship contest","2017-07-30T14:48:55.000Z","DailyNation","PT1M27S"
"Zm_QiZCGlUg","Blind couple exchanges vows in Machakos","2017-07-30T14:22:38.000Z","Kenya CitizenTV","PT2M3S"
"7f1vxQ_NA14","Mbiu ya Ktn 2017/07/30 sehemu ya pili","2017-07-30T13:43:30.000Z","KTN News Kenya","PT9M30S"
"zoIvQlPlSJo","Mbiu ya Ktn 2017/07/30 sehemu ya kwanza","2017-07-30T13:41:28.000Z","KTN News Kenya","PT14M13S"
"q23K0rHF52Q","Amason Kingi warns Kilifi youths against joining MRC militia ahead of elections","2017-07-30T13:32:50.000Z","DailyNation","PT1M39S"
"2T-OzuxJ-B4","Mike Sonko SHOCKED By Slum Life as Explained By Mathare Residents | Kenya Election 2017","2017-07-30T13:04:28.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT7M12S"
"ch4_0lbdxM8","Uhuru Kenyatta Speech Today In Embu 7/30/17 Jubile In Embu | Kenya Election 2017","2017-07-30T13:02:43.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT10M56S"
"EJhgCoV9gk4","Baffled IG of Police Joseph Boinnet addresses media over DP Ruto's attacker","2017-07-30T12:57:36.000Z","KTN News Kenya","PT9M28S"
"Uym9A0pL3P8","President Uhuru Kenyatta arrives aboard an Air Force chopper as he campaigns in Tala","2017-07-30T12:19:39.000Z","KTN News Kenya","PT7M11S"
"C0Ty5fdEtf4","President Uhuru Kenyatta to attend a prayer rally at Uhuru park after campaigns in Tala: Choice 2017","2017-07-30T12:19:32.000Z","KTN News Kenya","PT11M47S"
"blkQ7X7gNUg","Nasa on a vote hunting mission in Nakuru County","2017-07-30T12:14:49.000Z","Kenya NTV","PT3M43S"
"0FLp81RL2QI","Mike Sonko Message To The Luhya Community Today 7/30/17 | Kenya Election 2017","2017-07-30T12:12:42.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT23M53S"
"usaHilnVCAw","Rapper Octopizzo On Why He Is Second To None","2017-07-30T11:44:22.000Z","Ebru TV Kenya","PT7M36S"
"A2UpOZOy2Ms","MYSTERIOUS SIEGE ENDS At DP Ruto's Sugoi home","2017-07-30T11:27:00.000Z","vincentaccurate accurate","PT4M46S"
"L6t_8TIKIFk","Jesus Celebration Centre Bamburi Mombasa 2017 - Pastor Lawrence Gachara","2017-07-30T10:21:51.000Z","Jesus Celebration Centre","PT27M1S"
"xaxg-1de06s","Uhuru Kenyatta and Raila Odinga re-energize their strides as they take last turn: Sunday Edition","2017-07-30T09:09:57.000Z","KTN News Kenya","PT22M52S"
"7LafZHu52Cw","Is there some truth in NASA leader Raila Odinga's rigging allegations? RealPolitik","2017-07-30T08:45:05.000Z","KTN News Kenya","PT32M55S"
"GA495ggx-XM","Joho's FINAL WARNING to Uhuru causes TENSION in State House | KenyanBytes","2017-07-30T08:23:07.000Z","KenyanBytes","PT10M1S"
"cY05ApSOl7E","Government addresses Nasa's allegations on KDF involvement in the election","2017-07-30T08:18:29.000Z","Kenya NTV","PT8M32S"
"VbY8Ciwu-0A","Venkaiah Naidu Speech in Atmiya Abhinandana Sabha | Vijayawada | Studio N","2017-07-30T03:34:41.000Z","Studio N News","PT4M11S"
"g4eDbuiJDgE","President Uhuru Kenyatta, DP William Ruto say voters will elect President not military","2017-07-29T19:36:25.000Z","Kenya NTV","PT3M26S"
"xgZ_BSUuxYI","UHURU WARNED IF HE WILL TRY TO USE OUR MILITARY AS HIS PERSONAL MILITIA DURING ELECTIONS","2017-07-29T19:30:49.000Z","Kenya News Alert TV","PT6M38S"
"EJ4z6A05Bm4","Uhuru Ni wetu","2017-07-29T19:24:26.000Z","UhuruKenyattaTV","PT7S"
"VZc2Ay-sbYE","Uhuru Ni Wetu","2017-07-29T19:24:26.000Z","UhuruKenyattaTV","PT7S"
"gaGx5wYKRb0","Uhuru Ni Wetu","2017-07-29T19:24:26.000Z","UhuruKenyattaTV","PT7S"
"hUQgJieY260","uhuru  ni  wetu","2017-07-29T18:24:53.000Z","Joans John","PT2S"
"98W_ZJISPBE","Mtoto aliyekanyagwa na basi la shule yao Mombasa azikwa","2017-07-29T16:56:49.000Z","Kenya CitizenTV","PT30S"
"sNZho5-6yvI","Mnyonge Msonge : Masaibu ya familia za mtaani zinazoishi Uhuru Park","2017-07-29T16:39:07.000Z","K24TV","PT6M27S"
"b4UmKUouaJU","Uhuru's MASSIVE Entrance in Western Region.NASA in a State of PANIC. Uhuru Might Win.","2017-07-29T16:35:07.000Z","E News Kenya","PT3M22S"
"P6oD_D8vHyg","Familia ya Kenyatta kulipa mahari Kajiado","2017-07-29T16:25:53.000Z","K24TV","PT1M29S"
"Jsy5QhO36LE","Why Attack on DP William Ruto's House Was Stage-Managed","2017-07-29T15:15:06.000Z","makozewe","PT3M21S"
"LwDO-OihT1Q","STATEHOUSE ANGRY AS JOHO WARNS UHURU IS HE DARES TO USE MILITARY TO RIG ELECTIONS","2017-07-29T15:03:55.000Z","Kenya News Alert TV","PT14M46S"
"SJDaEY2Tesk","Telangana CM KCR Speech at 15th Convocation of Nalsar University Of Law | Hyderabad | Studio N","2017-07-29T13:21:13.000Z","Studio N News","PT5M32S"
"DzwXoHBywe8","Uhuru Kenyatta Speech Today In Kapsabet Nandi County 7 28 17 Jubilee Rally Today Kenya Election 2017","2017-07-28T21:32:23.000Z","NASA VS JUBILEE","PT12M32S"
"9aWRCHdvDfQ","Is William Ruto a Pastor!!!??? He begs for Votes with Bible verses!!","2017-07-28T20:12:12.000Z","Mr. C.E.O","PT1M20S"
"2YIT6ifzQoo","William Ruto Speech Today In Kapsabet Nandi County 7 28 17   Jubilee In Nandi   Kenya Election 2017","2017-07-28T18:54:37.000Z","cyrus Cheluget","PT10M16S"
"vtnquyQU6RM","PANIC as Uhuru's close friend LEAKS this info to Raila | KenyanBytes","2017-07-28T18:44:35.000Z","KenyanBytes","PT10M1S"
"Bst_3sbIA3Q","Jubilee Tremendous Rally Speeches at Kapsabet Nandi County Today 7 28 17","2017-07-28T18:28:54.000Z","NASA VS JUBILEE","PT36M50S"
"EM_oYyW9S7Y","Is Raila Odinga destined for betrayal?","2017-07-28T15:59:06.000Z","New Vision","PT10M"
"J_98-hqG1YI","""Uhuru to be SWORN in By Force with the Help of Military.""Nasa Claims During Press Conference","2017-07-28T13:57:54.000Z","E News Kenya","PT1M6S"
"9jlXtHzaxG8","Isaac Ruto says he'll Employ DP Ruto after Elections | KenyanBytes","2017-07-28T11:53:40.000Z","KenyanBytes","PT5M1S"
"oTIPBlCDUR0","Isaac Ruto SHOCKING Message to IG Boinnet | KenyanBytes","2017-07-28T11:12:59.000Z","KenyanBytes","PT2M13S"
"gBL8TknLfbM","KTN News Live Stream (Nairobi Kenya)","2017-07-28T10:01:14.000Z","KTN News Kenya","PT0S"
"vYx77KUgPwk","Campaign Trail: Governor Isaac Rutto's speech stirs crowd in Eldoret town","2017-07-28T08:24:30.000Z","KTN News Kenya","PT48S"
"wqbaFv57veI","Legal Actions on BJP MLA Raja Singh | G.O Issued by TS Government | Studio N","2017-07-28T08:06:00.000Z","Studio N News","PT1M48S"
"H9N5QFupOkQ","Uhuru Ni Wetu | #UhuRuto2017","2017-07-27T13:05:07.000Z","Uhuru Ni Wetu","PT1M14S"
"_8jW8h80H1g","Joho's POWERFUL SPEECH About Radicalization in Turkey | KenyanBytes","2017-07-27T11:39:02.000Z","KenyanBytes","PT11M31S"
"KfUemO6R1dk","Water logged in a large area of Hooghly as the bridge over Mundeswari River broke","2017-07-27T11:26:03.000Z","ABP ANANDA","PT1M35S"
"xwvZFer4M9I","Uhuru kwerekeraLaikipia, Elgeyo Marakwet na Busia nake Raila kumatha kura Turkana","2017-07-27T10:25:02.000Z","Kameme Tv Old","PT1M14S"
"IAaCcEznxJM","ISAAC RUTO 'S  SPEECH AT ELDORET","2017-07-27T09:48:33.000Z","Mambo Ya Kenya Haya 2017","PT28M16S"
"h9Jd0xRix9M","UHURU MUST GO!!!! THAT WAS THE THEME SONG FROM ELDORET NASA RALLY ~RAILA TIBIM","2017-07-27T09:33:28.000Z","KENYAN LATEST VIDEOS 2017","PT19M5S"
"FiGoAWwgzWs","NASA moves to High Court to block Government from using military during elections","2017-07-27T09:13:32.000Z","KTN News Kenya","PT45S"
"sJIn8AyR-is","Expectations of Laikipia residents ahead of Uhuru Kenyatta's campaign stop","2017-07-27T08:21:29.000Z","KTN News Kenya","PT6M11S"
"mkCfq2YEQ9g","State of the Race: The home stretch to the General Election","2017-07-27T08:08:43.000Z","KTN News Kenya","PT25M10S"
"Lq4SSh-LJCI","Nasa politicians maintain that Nasa will adopt a polling station","2017-07-27T07:55:04.000Z","DailyNation","PT1M53S"
