"video_id","title","published_at","channel_title","duration"
"F9mO_39IToo","Uhuru refuses to endorse Waiguru or Karua","2017-06-28T18:22:36.000Z","Kenya NTV","PT2M57S"
"f0Higj8o86g","Six presidential candidates yet to hit campaign trail","2017-06-28T18:03:26.000Z","Kenya NTV","PT3M39S"
"GG-PU28D_O0","Did DP William Ruto lie about the new stadiums? #Sidebar","2017-06-28T17:50:00.000Z","Kenya NTV","PT2M12S"
"hS2qylpEfCI","Ngunjiri: The idea here is to stop Raila from being president #Sidebar","2017-06-28T17:46:28.000Z","Kenya NTV","PT2M20S"
"A7Ruvemlad8","Gathoni: We need stadiums in Kimabu because young people are idle  #Sidebar","2017-06-28T17:30:39.000Z","Kenya NTV","PT56S"
"8rOzabCiPAo","Passaris: We do not need more stadiums we need to empower athletes. #Sidebar","2017-06-28T17:28:10.000Z","Kenya NTV","PT1M13S"
"0hvWek0Lnuo","Passaris: It is sad how unga disappears from the shelves so fast. #Sidebar","2017-06-28T17:22:28.000Z","Kenya NTV","PT54S"
"26oYBnzp8jY","Kundi la wahuni la Temeke lapewa siku 10 kujisalimisha","2017-06-28T17:07:28.000Z","K24TV","PT1M42S"
"oODSrYUEFTk","Rais Kenyatta atangaza uwekezaji wa  Ksh.15B, zaidi ya nafasi 100,000 za ajira","2017-06-28T17:02:40.000Z","K24TV","PT1M59S"
"HzzOTVNxSf8","Rais Kenyatta aongoza kampeni za chama, Kirinyaga","2017-06-28T16:56:32.000Z","K24TV","PT4M15S"
"esdQ9hc8Ztg","Serikali imezindua dawa ya tembe ya kupunguza makali ya virusi vya  HIV","2017-06-28T16:54:19.000Z","Kenya CitizenTV","PT1M9S"
"6QUn1-t_T7I","Wauguzi Eldoret wakiona cha moto","2017-06-28T16:53:06.000Z","Kenya CitizenTV","PT2M6S"
"D0d8ifCb8AM","Jubilee yapeleka kampeni zake Kirinyaga","2017-06-28T16:51:43.000Z","Kenya CitizenTV","PT4M33S"
"JXGX6nzLQ-M","Viongozi wa upinzani washadidisha kampeni zao Narok","2017-06-28T16:50:45.000Z","Kenya CitizenTV","PT3M13S"
"-yIm-7v5lag","Uhuru Kenyatta Speech Today In Kagio Kirinyaga County 6/28/17 Jubilee In Kirinyaga","2017-06-28T16:37:15.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT9M28S"
"Ftfyky9CumU","William Ruto Speech Today In Kagio Kirinyaga County 6/28/17 Jubilee In Kirinyaga","2017-06-28T16:35:10.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT3M3S"
"oqfQfHd4TCY","Gladys Shollei ashtumu muungano wa NASA akiunga mkono msimamo wa IEBC","2017-06-28T16:29:53.000Z","KTN News Kenya","PT1M4S"
"T2TaCGggnI8","Jubilee Rally In Kagio Kirinyaga County Today 6/28/17 Jubilee In Kirinyaga","2017-06-28T16:24:39.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT12M30S"
"jXf9Tmj3uw4","Rais Uhuru Kenyatta akejeli manifesto ya NASA akiwa Kirinyaga","2017-06-28T16:17:05.000Z","KTN News Kenya","PT1M11S"
"VtWKSeIrO8E","Vinara wa NASA waongoza wafuasi wao kupigia debe muungano huo Narok","2017-06-28T16:13:22.000Z","KTN News Kenya","PT2M7S"
"_38dtu8f21s","Serikali ya Tanzania imepiga marufuku usafirishaji wa mahindi nje ya nchi","2017-06-28T16:05:46.000Z","KTN News Kenya","PT2M32S"
"zgSnsjzCGIk","A PROMINENT POLITICIAN ABANDONS JUBILEE FOR NASA","2017-06-28T15:03:09.000Z","Kenya News Alert TV","PT3M11S"
"o2VCrq_EFuA","Breaking: ""NASA Says ""We Are Not Ready For Asteroid Collision With Earth""","2017-06-28T14:58:19.000Z","Paul Begley","PT6M52S"
"9o34DmXic8Y","Cheche: NASA and Jubilee Manifestos (Part 1)","2017-06-28T14:48:26.000Z","Kenya CitizenTV","PT26M25S"
"QIE-4eRVJgQ","PSCU Kenya -Makutano in Kirinyaga County, rally","2017-06-28T14:41:26.000Z","State House Kenya","PT2M54S"
"AIvQhPVTiUE","Mbiu ya KTN: Kalonzo Musyoka akashifiwa","2017-06-28T14:17:34.000Z","KTN News Kenya","PT13M7S"
"m6TWXSf2swU","Governor Ongwae, Sam Ongeri accuses Jubilee of sidelining Kisii from development","2017-06-28T14:05:50.000Z","DailyNation","PT1M4S"
"iKOezYs6D8c","Jubilee Rally In Kerugoya Kirinyaga County Today 56/28/17 Jubilee In Kirinyaga","2017-06-28T14:05:00.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT8M55S"
"wyGtMHjH_BQ","Jubilee Rally In Kutus Kirinyaga County Today 6/28/17 Jubilee In Kirinyaga County","2017-06-28T14:04:19.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT14M2S"
"RcspCBa7tPU","Isaac Ruto EMBARRASSES UhuRuto in NASA Manifesto Launch Event | KenyanBytes","2017-06-28T13:45:29.000Z","KenyanBytes","PT10M10S"
"Nu842dzXwpQ","Opposition promises infrastructure upgrade in Narok","2017-06-28T13:32:47.000Z","Kenya NTV","PT1M11S"
"nlBIOBEf1KU","Mombasa Court summons Hezron Awiti over trying to erect billboards","2017-06-28T13:25:27.000Z","Kenya NTV","PT1M17S"
"BokhGFrB7OU","NCCK in South Rift calls for peaceful campaigns during elections","2017-06-28T13:22:58.000Z","Kenya NTV","PT1M15S"
"Qc81dF8OMfc","Uzinduzi wa Manifesto #CitizenExtra","2017-06-28T13:20:57.000Z","Kenya CitizenTV","PT31M42S"
"5HvD7OFfM6U","NASA brigade in Narok : Raila Odinga's speech","2017-06-28T12:51:11.000Z","KTN News Kenya","PT7M9S"
"_3CwPXEmmn8","Kimuri: Kioneki Kia Nasa (Part 2)","2017-06-28T12:45:47.000Z","iNooro TV","PT59M36S"
"yiMZxZz_EE8","Kimuri: Kioneki Kia Nasa (Part 1)","2017-06-28T12:45:44.000Z","iNooro TV","PT54M"
"i7ZklWcZemE","NASA brigade in Narok : Kalonzo's speech","2017-06-28T12:41:54.000Z","KTN News Kenya","PT7M50S"
"XuLTCfXtTTE","How profesor Anyang' Nyong'o likes to introduce his wife","2017-06-28T12:41:43.000Z","Churchill Show","PT1M13S"
"GszBVb-Ieg8","Tanzania places maize export ban to EAC countries","2017-06-28T12:36:40.000Z","KTN News Kenya","PT2M45S"
"JwqHo6Sk00I","Amason Kingi warns Jubilee against last minute projects","2017-06-28T12:12:49.000Z","KTN News Kenya","PT2M1S"
"1hC7nW-dnvI","Power Breakfast: Is the Youth included in the Manifestos?","2017-06-28T12:11:18.000Z","Kenya CitizenTV","PT13M43S"
"k05ASmuAbA4","CPA, Wanjala Makokha :  Analyzing the Manifestos in line with the economic structure in Kenya","2017-06-28T11:59:52.000Z","KTN News Kenya","PT15M46S"
"exmiwV5vS2I","West Pokot leaders urge youth to maintain peace during elections period","2017-06-28T11:55:12.000Z","Kenya NTV","PT58S"
"tPL598n-aTk","CMC's New Truck :  unveiled new solution for agriculture","2017-06-28T11:53:39.000Z","KTN News Kenya","PT1M2S"
"rl_wBrwO1V8","Jubilee in Kirinyaga : President Uhuru Kenyatta leads the Jubilee brigade in Kirinyaga","2017-06-28T11:48:40.000Z","KTN News Kenya","PT10M41S"
"auhOryCvP64","Thika residents opt to buy maize meal direct from Millers","2017-06-28T11:45:28.000Z","Kenya NTV","PT2M24S"
"EAKqVwpaYa8","EABL to open up Ksh 15 billion brewery plant in Kisumu","2017-06-28T11:35:53.000Z","Kenya NTV","PT1M57S"
"tuA9TBOSU00","President Uhuru Kenyatta leads Jubilee Party campaigns in Kirinyaga","2017-06-28T11:09:36.000Z","Kenya NTV","PT2M17S"
"pHTGKrd3O2I","Watch all the day's update now on NTV Today","2017-06-28T10:51:08.000Z","Kenya NTV","PT26M55S"
"M7K0vgmpRqs","Opposition leaders oppose IEBC decision to bar public meetings","2017-06-28T10:44:33.000Z","DailyNation","PT1M45S"
"bFQqR-DJJw8","Kenyans give their opinions on Jubilee and NASA manifestos","2017-06-28T10:41:26.000Z","KTN News Kenya","PT5M52S"
"8UNv4hlK6N0","NASA promises an alternative form of governance","2017-06-28T10:28:41.000Z","KTN News Kenya","PT5M34S"
"r0AUWsm1T3s","Cholera Mystery At Plush DP Ruto Weston Hotel","2017-06-28T10:28:19.000Z","Kumekucha Chris","PT2M39S"
"KrWBaE3aJzc","Kenyans Explain How They SUFFER Under Jubilee Administration 6/27/17 NASA Manifesto Launch","2017-06-28T10:21:38.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT2M11S"
"dVR3WRsmvuI","FOLLOW THE LEADER ISAAC RUTO MASHINANI DANCE IN THE VILLAGE","2017-06-28T10:19:38.000Z","Kenny Ngeno","PT1M50S"
"AnXQC18Ihdw","The Clip That Left JUBILEE SHOCKED During NASA Manifesto Launch 6/27/17 NASA Manifesto Launch","2017-06-28T10:16:12.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT6M41S"
